organization_name,department_name,department_name_harmonised
Max Planck Institute for Meteorology,Max Planck Institute of Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max Plank Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck Institut für Meteorologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institut f ür Meteorologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institut for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institut fur Meteorologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institut für Meteologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institut für Meteorologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Planck-Institute für Meteorologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max-Plank Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max‐Planck‐Institut für Meteorologie,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max‐Planck‐Institut für Meteorologie Hamburg Germany,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,Max‐Plank‐Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,The Max-Planck-Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Meteorology,formerly at Max-Planck-Institute for Meteorology,Max Planck Institute for Meteorology
Max Planck Institute for Nuclear Physics,Max-Planck Institut f. Kernphysik,Max Planck Institute for Nuclear Physics
Max Planck Institute for Physics,Max-Planck-Institut für Physik,Max Planck Institute for Physics
Max Planck Institute for Physics,Max-Planck-Institute for Physics,Max Planck Institute for Physics
Max Planck Institute for Plasma Physics - Greifswald,Max-Planck-Institut für Plasmaphysik,Max Planck Institute for Plasma Physics
Medical Mission Institute,Würzburg Germany,Medical Mission Institute
Mercy Hospital Research Laboratory,Research,Mercy Hospital Research Laboratory
Museum am Rothenbaum,Biocentre Grindel and Zoological Museum,Biozentrum Grindel und Zoologisches Museum
Museum am Rothenbaum,Biozentrum Grindel & Zoologisches Museum,Biozentrum Grindel und Zoologisches Museum
Museum am Rothenbaum,Biozentrum Grindel and Zoological Museum,Biozentrum Grindel und Zoologisches Museum
Museum am Rothenbaum,Biozentrum Grindel und Zoologisches Museum Hamburg,Biozentrum Grindel und Zoologisches Museum
Museum am Rothenbaum,Center for Natural History' (CeNak),Center for Natural History (CeNak)
Museum am Rothenbaum,Museum of Zoology and Grindel Biocentre,Biozentrum Grindel und Zoologisches Museum
Museum am Rothenbaum,N##TAB##TAB##TAB##TAB#3Saurierwelt Paläontologisches Museum Alte Richt 7,Saurierwelt Paläontologisches Museum
Museum am Rothenbaum,Zoological Museum/Biozentrum Grindel,Biozentrum Grindel und Zoologisches Museum
Museum am Rothenbaum,Zoologisches Museum Hamburg,Zoological Museum
Nanjing University of Information Science and Technology,Key Laboratory of Meteorology Disaster,Key Laboratory of Meteorological Disaster
Northwest A&F University,College of Resource and Environment,College of Resource and Environment Science
Northwest University,Coll. of Urban &amp; Environ. Sci.,College of Urban and Environmental Sciences
OHB (Germany),Bremen,OHB (Germany)
Oldenburger Institut für Informatik,OFFIS Institut für Informatik e.V.,Oldenburger Institut für Informatik
Oldenburger Institut für Informatik,OFFIS Institute for Information Technology (Germany),Oldenburger Institut für Informatik
Overseas Museum,bersee-Museum Bremen,Overseas Museum
Paderborn University,Paderborn Univ.,Paderborn University
Peking University,Liu Yuzhi is Associate Professor and Deputy Director,Peking University
Physical Research Laboratory,Space and Atmospheric Sciences Division,Space and Atmospheric Sciences
Rostocker Zentrum zur Erforschung des Demografischen Wandels,Rostock,Rostocker Zentrum zur Erforschung des Demografischen Wandels
Rostocker Zentrum zur Erforschung des Demografischen Wandels,Rostocker Strasse 1a,Rostocker Zentrum zur Erforschung des Demografischen Wandels
Rostocker Zentrum zur Erforschung des Demografischen Wandels,Rostocker Straße 1a,Rostocker Zentrum zur Erforschung des Demografischen Wandels
Rostocker Zentrum zur Erforschung des Demografischen Wandels,Rostocker Straße 1a 17179 Gnoien,Rostocker Zentrum zur Erforschung des Demografischen Wandels
Rostocker Zentrum zur Erforschung des Demografischen Wandels,Rostocker Straße 1a; Gnoien; 17179; Germany. czorn70@hotmail.com.,Rostocker Zentrum zur Erforschung des Demografischen Wandels
Sharif University of Technology,Industrial Engineering Department,Industrial Engineering
South African Institute of International Affairs,GIGA Institute of African Affairs,South African Institute of International Affairs
Technische Universität Clausthal,Adolph‐Roemer‐Straße 2a 38678 Clausthal‐Zellerfeld Germany,Technische Universität Clausthal
Technische Universität Clausthal,Clausthal Univ. of Technol.,Technische Universität Clausthal
Technische Universität Clausthal,Formerly: Institute for Geophysics,Institute for Geophysics
Technische Universität Clausthal,Geophysics,Institut für Geophysik
Technische Universität Clausthal,Institute of Mathematics,Institut für Mathematik
Technische Universität Clausthal,Mineral Resources 1,Mineral Resources
Technische Universität Clausthal,Mineral Resources Technical University of Clausthal Adolphe Romer Street Clausthal‐Zellerfeld‐38678 Germany,Mineral Resources
Technische Universität Dresden,TU Dresden,Technische Universität Dresden
University Cancer Center Hamburg,Eppendorf,University Cancer Center Hamburg
University Cancer Center Hamburg,University Cancer Center Leipzig (UCCL),University Cancer Center Hamburg
University of Cambridge,Univ. of Cambridge,University of Cambridge
University of Cologne,Institut fuer Geologie und Mineralogie,Institute of Geology and Mineralogy
University of Eastern Finland,Univ. of Joensuu,University of Eastern Finland
University of Freiburg,Univ. of Freiburg#TAB#,University of Freiburg
University of Göttingen,Georg-August-University,University of Göttingen
University of Göttingen,University of Goettingen (Göttingen),University of Göttingen
University of Hohenheim,Institute of Plant Production and Agroecology of the Tropics and Subtropics,Institute for Plant Production and Agroecology in the Tropics and Subtropics
University of Münster,Westfälische Wilhelms-Universität (WWU) Münster,University of Münster
University of Southern Denmark,Danish Institute for Advanced Studies (DIAS),Danish Institute for Advanced Study
University of Würzburg,Institute of Hygiene and Microbiology,Institut für Hygiene und Mikrobiologie
Universität Bremen,Artec â Sustainability Research Center,Artec Sustainability Research Centre
Universität Bremen,Bremen Center of Computational Materials Science,Bremen Center for Computational Materials Science
Universität Bremen,Center for Social Policy,Centre for Social Policy Research
Universität Bremen,Center for Social Policy Research,Centre for Social Policy Research
Universität Bremen,Centre for Social Policy Research (CeS),Centre for Social Policy Research
Universität Bremen,Chair in Small Business & Entrepreneurship (LEMEX),Chair in Small Business & Entrepreneurship
Universität Bremen,Collaborative Research Center 1342 “Global Dynamics of Social Policy,Collaborative Research Center 1342
Universität Bremen,Collaborative Research Centre 1342 “Global Dynamics of Social Policy” Research Centre for East European Studies at the,Collaborative Research Center 1342
Universität Bremen,Department of Physics (retired),Department of Physics
Universität Bremen,English‐Speaking Cultures,English-Speaking Cultures
Universität Bremen,FB Geowissenschaften; Universität Bremen; Postfach 330 440,FB Geowissenschaften
Universität Bremen,Fachbereich 5-Geowissenschaften,FB Geowissenschaften
Universität Bremen,Fachbereich Geowissenschafien,FB Geowissenschaften
Universität Bremen,Fachbereich Geowissenschaften,FB Geowissenschaften
Universität Bremen,Fachbereich Geowissenschaften der Universitat Bremen,FB Geowissenschaften
Universität Bremen,Fachbereich Geowissenschaften der Universität Bremen,FB Geowissenschaften
Universität Bremen,Faculty of Biology and Chemistry (FB 02),Faculty of Biology and Chemistry
Universität Bremen,IUP - Institute of Environmental Physics [Bremen] (Bremen - Germany),Insitute of Environmental Physics
Universität Bremen,Institue of Environmental Physics,Insitute of Environmental Physics
Universität Bremen,Institut fÃ¼r Umweltphysik,Institut für Umweltphysik
Universität Bremen,"Institute for Public Health and Nursing Research, Health Sciences",Institute for Public Health and Nursing
Universität Bremen,Institute of Anthropology and Cultural Science,Institute of Anthropology and Cultural Research
Universität Bremen,Institute of Intercultural and International Studies (InIIS),Institute of Intercultural and International Studies
Universität Bremen,Institute of Technology and Education,Institute of Technology & Education
Universität Bremen,MARUM - Geosciences,MARUM - Geosciences
Universität Bremen,MARUM Centre for Marine Environmental Sciences,MARUM
Universität Bremen,MARUM – Center for Marine Environmental Sciences & Dept. of Geosciences,MARUM - Geosciences
Universität Bremen,MARUM – Center for Marine Environmental Sciences and Faculty of Geosciences,MARUM - Geosciences
Universität Bremen,Organic Geochemistry Group,Organic Geochemistry
Universität Bremen,P.O. Box 330440 28334 Bremen Germany - Allemagne),Universität Bremen
Universität Bremen,P.O. Box 330440 28334 Bremen Germany - Germany),Universität Bremen
Universität Bremen,Professor of Law,Universität Bremen
Universität Bremen,Research Center on Inequality and Social Policy (SOCIUM),SOCIUM
Universität Bremen,"Research Center on Inequality and Social Policy (SOCIUM), Research group ""Quality of Life, Family, and Work""",SOCIUM
Universität Bremen,SOCIUM – Research center on inequality and social policy,SOCIUM
Universität Bremen,Universität,Universität Bremen
Universität Bremen,Universtät Bremen Fachbereich Geowissenschaften,FB Geowissenschaften
Universität Greifswald,Computer Centre,Computer Center
Universität Greifswald,University of Greifswald (Ernst-Moritz-Arndt- University of Greifswald,Universität Greifswald
Universität Greifswald,University of Greifswald - Department of Economics,Department of Economics
Universität Greifswald,University of GreifswaldDomstr. 9a,Universität Greifswald
Universität Hamburg,Asia and Africa Institute,Asia-Africa-Institute
Universität Hamburg,Biocenter Klein Flottbek; University of Hamburg; Hamburg Germany,Biocenter Klein Flottbek
Universität Hamburg,Biozentrum Klein Flottbek,Biocenter Klein Flottbek
Universität Hamburg,CEN Centre for Earth System Research and Sustainability,CEN Center for Earth System Research and Sustainability
Universität Hamburg,"CSMC, Hamburg University, Germany",CSMC
Universität Hamburg,Center of Natural History,Center for Natural History
Universität Hamburg,Centre,Universität Hamburg
Universität Hamburg,Centre for Interdisciplinary Addiction Research of Hamburg University,Centre for Interdisciplinary Addiction Research (CIAR)
Universität Hamburg,Department of Chinese Language and Culture Asia-Africa-Institute,Department of Chinese Language and Culture
Universität Hamburg,Department of Developmental Biology University of Hamburg Hamburg Germany,Department of Developmental Biology
Universität Hamburg,Department of Economics Hamburg University Von‐Melle‐Park 5,Department of Economics
Universität Hamburg,Department of Economics; Hamburg University; Von-Melle-Park 5,Department of Economics
Universität Hamburg,"Department of Informatics, Software Engineering and Construction Methods",Department of Informatics
Universität Hamburg,Department of Informatik,Department of Informatics
