short,long,llm_confirmed
Leibniz Institute for Research on Society and Space,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute for Zoo and Wildlife Research,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute of Ecological Urban and Regional Development,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institue for Plasma Science and Technology (INP Greifswald),Leibniz Institute of Agricultural Development in Transition Economies,FALSE
Leibniz Institute of Freshwater Ecology and Inland Fisheries,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute of Vegetable and Ornamental Crops,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute of Plant Genetics and Crop Plant Research,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
Leibniz Institute for Baltic Sea Research Warnemünde,Leibniz Institue for Plasma Science and Technology (INP Greifswald),FALSE
University of Zurich,University of Jyväskylä,FALSE
University of Stuttgart,University of Jyväskylä,FALSE
University of Alberta,University of Jyväskylä,FALSE
University of Cologne,University of Jyväskylä,FALSE
University of Baghdad,University of Jyväskylä,FALSE
University of Konstanz,University of Jyväskylä,FALSE
University of Jyväskylä,University of Southampton,FALSE
University of Toronto,University of Jyväskylä,FALSE
University of Iceland,University of Jyväskylä,FALSE
University of Reading,University of Jyväskylä,FALSE
University of Oxford,University of Jyväskylä,FALSE
University of Liège,University of Jyväskylä,FALSE
University of Jyväskylä,University of Faisalabad,FALSE
University of Erfurt,University of Jyväskylä,FALSE
University of Malaya,University of Jyväskylä,FALSE
University of Szczecin,University of Jyväskylä,FALSE
University of Iowa,University of Jyväskylä,FALSE
University of Nairobi,University of Jyväskylä,FALSE
University of Hyderabad,University of Jyväskylä,FALSE
University of Münster,University of Jyväskylä,FALSE
University of Auckland,University of Jyväskylä,FALSE
University of Liverpool,University of Jyväskylä,FALSE
University of Oslo,University of Jyväskylä,FALSE
University of Helsinki,University of Jyväskylä,FALSE
University of Jyväskylä,University of St Andrews,FALSE
University of Bonn,University of Jyväskylä,FALSE
University of Jyväskylä,University of Pennsylvania,FALSE
University of Utah,University of Jyväskylä,FALSE
University of Sheffield,University of Jyväskylä,FALSE
University of Vienna,University of Jyväskylä,FALSE
University of Geneva,University of Jyväskylä,FALSE
University of Agder,University of Jyväskylä,FALSE
University of Jyväskylä,University of Saskatchewan,FALSE
University of Guelph,University of Jyväskylä,FALSE
University of Kassel,University of Jyväskylä,FALSE
University of Delaware,University of Jyväskylä,FALSE
University of Basel,University of Jyväskylä,FALSE
University of Bath,University of Jyväskylä,FALSE
University of Leicester,University of Jyväskylä,FALSE
University of St.Gallen,University of Jyväskylä,FALSE
University of Alicante,University of Jyväskylä,FALSE
University of Coimbra,University of Jyväskylä,FALSE
University of Bergen,University of Jyväskylä,FALSE
University of Maine,University of Jyväskylä,FALSE
University of Crete,University of Jyväskylä,FALSE
University of Hong Kong,University of Jyväskylä,FALSE
University of Guam,University of Jyväskylä,FALSE
University of Siegen,University of Jyväskylä,FALSE
University of Padua,University of Jyväskylä,FALSE
University of Georgia,University of Jyväskylä,FALSE
University of Jyväskylä,University of Wollongong,FALSE
University of Jyväskylä,University of Washington,FALSE
University of Tsukuba,University of Jyväskylä,FALSE
University of Jyväskylä,University of Tsukuba Hospital,FALSE
University of Passau,University of Jyväskylä,FALSE
University of Potsdam,University of Jyväskylä,FALSE
University of Glasgow,University of Jyväskylä,FALSE
University of Ottawa,University of Jyväskylä,FALSE
University of Tasmania,University of Jyväskylä,FALSE
University of Calgary,University of Jyväskylä,FALSE
University of Bern,University of Jyväskylä,FALSE
University of Twente,University of Jyväskylä,FALSE
University of Rzeszów,University of Jyväskylä,FALSE
University of Jyväskylä,University of Johannesburg,FALSE
University of Indonesia,University of Jyväskylä,FALSE
University of York,University of Jyväskylä,FALSE
University of Jyväskylä,University of Santo Tomas,FALSE
University of Jyväskylä,University of East Anglia,FALSE
University of Tartu,University of Jyväskylä,FALSE
University of Ghana,University of Jyväskylä,FALSE
University of Jyväskylä,University of Rhode Island,FALSE
University of Waikato,University of Jyväskylä,FALSE
University of Madras,University of Jyväskylä,FALSE
University of Bayreuth,University of Jyväskylä,FALSE
University of London,University of Jyväskylä,FALSE
University of Skikda,University of Jyväskylä,FALSE
University of Jyväskylä,University of Peradeniya,FALSE
University of Kent,University of Jyväskylä,FALSE
University of Bologna,University of Jyväskylä,FALSE
University of Jyväskylä,University of Regensburg,FALSE
University of Malta,University of Jyväskylä,FALSE
University of Otago,University of Jyväskylä,FALSE
University of Wuppertal,University of Jyväskylä,FALSE
University of Denver,University of Jyväskylä,FALSE
University of Exeter,University of Jyväskylä,FALSE
University of Jyväskylä,University of Canterbury,FALSE
University of Allahabad,University of Jyväskylä,FALSE
University of Jyväskylä,University of Portsmouth,FALSE
University of Rajasthan,University of Jyväskylä,FALSE
University of Sharjah,University of Jyväskylä,FALSE
University of Delhi,University of Jyväskylä,FALSE
University of Warsaw,University of Jyväskylä,FALSE
University of Oulu,University of Jyväskylä,FALSE
University of Waterloo,University of Jyväskylä,FALSE
University of Haifa,University of Jyväskylä,FALSE
University of Ulster,University of Jyväskylä,FALSE
University of Łódź,University of Jyväskylä,FALSE
University of Lisbon,University of Jyväskylä,FALSE
University of Amsterdam,University of Jyväskylä,FALSE
University of Vechta,University of Jyväskylä,FALSE
University of Macau,University of Jyväskylä,FALSE
University of Miami,University of Jyväskylä,FALSE
University of Jyväskylä,University of the Ryukyus,FALSE
University of Trieste,University of Jyväskylä,FALSE
University of Ibadan,University of Jyväskylä,FALSE
University of Wales,University of Jyväskylä,FALSE
University of Jyväskylä,University of Pittsburgh,FALSE
University of Verona,University of Jyväskylä,FALSE
University of Bristol,University of Jyväskylä,FALSE
University of Jyväskylä,University of Hildesheim,FALSE
University of Jyväskylä,University of North Texas,FALSE
University of Turku,University of Jyväskylä,FALSE
University of Mauritius,University of Jyväskylä,FALSE
University of Magdalena,University of Jyväskylä,FALSE
University of Dhaka,University of Jyväskylä,FALSE
University of Chicago,University of Jyväskylä,FALSE
University of Venda,University of Jyväskylä,FALSE
University of Trnava,University of Jyväskylä,FALSE
University of Hamburg,University of Jyväskylä,FALSE
University of Bremen,University of Jyväskylä,FALSE
Universität zu Köln,University of Jyväskylä,FALSE
University of Jyväskylä,University of Technology Sydney,FALSE
University of Lübeck,University of Jyväskylä,FALSE
University of Jyväskylä,University of South Carolina,FALSE
University of Jyväskylä,University of the Punjab,FALSE
University of Jyväskylä,University of Manchester,FALSE
University of Plymouth,University of Jyväskylä,FALSE
University of São Paulo,University of Jyväskylä,FALSE
University of Hyogo,University of Jyväskylä,FALSE
University of Jyväskylä,University of Westminster,FALSE
University of Ulm,University of Jyväskylä,FALSE
University of Augsburg,University of Jyväskylä,FALSE
University of Tehran,University of Jyväskylä,FALSE
University of Melbourne,University of Jyväskylä,FALSE
University of Jyväskylä,University of California,FALSE
University of GH,University of Jyväskylä,FALSE
University of Oldenburg,University of Jyväskylä,FALSE
University of Bamberg,University of Jyväskylä,FALSE
University of Leeds,University of Jyväskylä,FALSE
University of Graz,University of Jyväskylä,FALSE
University of Essen,University of Jyväskylä,FALSE
University of Jyväskylä,University of South Florida,FALSE
University of Lübeck:,University of Jyväskylä,FALSE
University of Latvia,University of Jyväskylä,FALSE
University of Rostock,University of Jyväskylä,FALSE
University of Minnesota,University of Jyväskylä,FALSE
University of Jyväskylä,University of Greifswald,FALSE
University of Jyväskylä,University of Valparaíso,FALSE
University of Jyväskylä,University of Saint Louis,FALSE
University of Peshawar,University of Jyväskylä,FALSE
University of Warwick,University of Jyväskylä,FALSE
University of Florida,University of Jyväskylä,FALSE
University of Colorado,University of Jyväskylä,FALSE
University of Nigeria,University of Jyväskylä,FALSE
University Kiel,University of Jyväskylä,FALSE
University of Jyväskylä,University of Western Sydney,FALSE
University of Pecs,University of Jyväskylä,FALSE
University of Hull,University of Jyväskylä,FALSE
University of Jyväskylä,University of Luxembourg,FALSE
University of Toulouse,University of Jyväskylä,FALSE
University of Cyprus,University of Jyväskylä,FALSE
University of Lahore,University of Jyväskylä,FALSE
University of Bahrain,University of Jyväskylä,FALSE
University of Trier,University of Jyväskylä,FALSE
University of Lausanne,University of Jyväskylä,FALSE
University of Ljubljana,University of Jyväskylä,FALSE
University of Salzburg,University of Jyväskylä,FALSE
University of Leipzig,University of Jyväskylä,FALSE
University of Adelaide,University of Jyväskylä,FALSE
University of Barcelona,University of Jyväskylä,FALSE
University of Arizona,University of Jyväskylä,FALSE
University of Stockholm,University of Jyväskylä,FALSE
University of Sussex,University of Jyväskylä,FALSE
University of Kiel,University of Jyväskylä,FALSE
University of Mataram,University of Jyväskylä,FALSE
University of Stirling,University of Jyväskylä,FALSE
University of Karlsruhe,University of Jyväskylä,FALSE
University of Maryland,University of Jyväskylä,FALSE
University of Sydney,University of Jyväskylä,FALSE
University of Stuttgart,"University of Greifswald, Institute of Slavic Studies",FALSE
University of Newcastle Australia,"University of Greifswald, Institute of Slavic Studies",FALSE
"University of California, Riverside","University of Greifswald, Institute of Slavic Studies",FALSE
University of Iowa,"University of Greifswald, Institute of Slavic Studies",FALSE
